college_name,alias,abbreviation,transcripts,mid_year,letter_of_rec_required,letter_of_rec_total,people_for_letters,sat,sat_essay,act_essay,self_report,subject_tests,essays,supplemental_essays,acceptance_rate,population,national_ranking,tuition_normal,tuition_oos,early_decision,early_action,regular_decision,scholarship_date,interview,app_fee,app_site,common_app,coalition_app,college_logo,school_type,state,college_description,college_campus
Brown University,Brown,,Required,Required,3,5,Counselor/Teacher/Teacher/Teacher/Teacher,Required,Optional,Optional,Not Allowed,Recommended,1 / 1. Common App Essay Prompt (650),"3 / Brown's Open Curriculum allows students to explore broadly while also diving deeply into their academic pursuits.  Tell us about an academic interest (or interests) that excites you, and how you might use the Open Curriculum to pursue it. (250) / At Brown, you will learn as much from your peers outside the classroom as in academic spaces. How will you contribute to the Brown community? (250) / Tell us about a place or community you call home. How has it shaped your perspective? (250)",6.6,7043,14,57112,57112,1604188860,-1,1609804860,-1,req,75,Common Application,y,n,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fstatic1.squarespace.com%2Fstatic%2F5717ee8e1bbee08525c09f91%2F576f0b8e20099e977d0da86f%2F576f0ba05016e1ce8e43ae1f%2F1467054898385%2FCollege%2BLogos_Brown.png&f=1&nofb=1,Private,RI,"Brown University is a private Ivy League research university in Providence, Rhode Island. Founded in 1764 as the College in the English Colony of Rhode Island and Providence Plantations, it is the seventh-oldest institution of higher education in the United States and one of the nine colonial colleges chartered before the American Revolution.
",https://i.ibb.co/xXzCQtr/27BU.jpg
University of Virginia- Main Campus,U Of Virginia,UVA,Required,Required,2,3,Counselor/Teacher/Teacher,Required,Optional,Optional,Allowed,Optional,1 / 1. Common App Essay Prompt (650),,26.4,16777,28,17891,50920,1602720060,1604188860,1609459260,-1,none,70,Common Application,y,n,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fen%2Fthumb%2Fd%2Fd1%2FVirginia_Cavaliers_sabre.svg%2F1200px-Virginia_Cavaliers_sabre.svg.png&f=1&nofb=1,Public,VA,"The University of Virginia (U.Va. or UVA) is a public research university in Charlottesville, Virginia. It was founded in 1819 by United States Declaration of Independence author Thomas Jefferson. It is the flagship university of Virginia and home to Jefferson's Academical Village, a UNESCO World Heritage Site.UVA is known for its historic foundations, student-run honor code and secret societies. The original governing Board of Visitors included Jefferson, James Madison, and James Monroe. ",https://i.ibb.co/FbPVDkS/28UV.jpg
Binghamton University,Binghamton,,Required,Not Required,1,2,Counselor/Teacher,Required,Optional,Optional,Not Allowed,Optional,1 / 1. Common App Essay Prompt (650),1 / Please provide additional information that will help us better understand your academic performance. You may also use this space to explain any chronological gaps in your academic history (e.g. a period of time after high school graduation before applying to college). (250),40,14021,79,7070,24660,-1,1604188860,1610668860,-1,none,50,Common Application/ Coalition Application / SUNY Application,y,y,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Binghamton_Bearcats_logo.svg/1200px-Binghamton_Bearcats_logo.svg.png,Public,NY,"The State University of New York at Binghamton (also known as Binghamton University or SUNY Binghamton), is a public research university with campuses in Binghamton, Vestal, and Johnson City, New York. It is one of the four university centers in the State University of New York (SUNY) system.",https://i.ibb.co/LR5WqZs/29BU.jpg
Tulane University of Louisiana,Tulane,,Required,Not Required,1,7,Counselor/Teacher/Teacher/Teacher/any,Required,Optional,Optional,Allowed,Optional,1 / 1. Common App Essay Prompt (650),1 / Please describe why you are interested in attending Tulane University (optional) (50-800). / Please briefly elaborate on one of your extracurricular activities or work experiences. (250).,13.2,6773,40,56800,56800,132293,1610668860,1610668860,-1,op,0,Common Application/ Tulane Application,y,n,https://i0.wp.com/fanapeel.com/wp-content/uploads/logo_-tulane-university-green-wave-green-t-wave.png?ssl=1,Private,LA,"Tulane University is a private research university in New Orleans, Louisiana. It was founded as a public medical college in 1834 and became a comprehensive university in 1847. The institution was made private under the endowments of Paul Tulane and Josephine Louise Newcomb in 1884. Tulane is the 9th oldest private university in the Association of American Universities, which consists of major research universities in the United States and Canada.",https://i.ibb.co/p2ttb01/30TU.jpg
Duke University,Duke,,Required,Required,3,5,Counselor/Teacher/Teacher/Teacher/any,Required,Optional,Optional,Not Allowed,Optional,1 / 1. Common App Essay Prompt (650),"1 / Please share with us why you consider Duke a good match for you.  Is there something in particular about Duke’s academic or other offerings that attract you? (200) / (Optional) Duke University seeks a talented, engaged student body that embodies the wide range of human experience; we believe that the diversity of our students makes our community stronger. If you'd like to share a perspective you bring or experiences you've had to help us understand you better-perhaps related to a community you belong to or your family or cultural background-we encourage you to do so. Real people are reading your application, and we want to do our best to understand and appreciate the real people applying to Duke. (250). / (Optional) Duke's commitment to diversity and inclusion includes sexual orientation, gender identity and gender expression. If you would like to share with us more about how you identify as LGBTQIA+, and have not done so elsewhere in the application, we invite you to do so here.",7.8,6682,10,58198,58198,1604188860,-1,1609545660,1612137660,op,85,Common Application/ Coalition Application,y,y,https://1000logos.net/wp-content/uploads/2017/11/Duke-University-Logo.png,Private,NC,"Duke University is a private research university in Durham, North Carolina. Founded by Methodists and Quakers in the present-day town of Trinity in 1838, the school moved to Durham in 1892. Several faculty members, affiliates and alumni have been awarded the Nobel Prize in recent years.",https://i.ibb.co/KDZDMpF/31DU.jpg
San Jose State University,San Jose State,SJSU,Not Required,Not Required,0,0,none,Required,Optional,Optional,Not Allowed,Optional,none,,55,27327,10000,7852,19446,-1,-1,1606694460,-1,none,70,Cal State Apply,n,n,https://1000logos.net/wp-content/uploads/2019/09/San-Jose-State-Spartans-Logo.png,Public,CA,"San José State University (San Jose State or SJSU) is a public university in San Jose, California. SJSU is the oldest public university on the West Coast and the founding campus of the California State University (CSU) system. Located in downtown San Jose, the SJSU main campus is situated on 154 acres (62 ha), or roughly 19 square blocks.",https://i.ibb.co/LxwYh5P/32SJSU.jpg
University of Chicago,UChicago,,Required,Required,3,7,Counselor/Teacher/Teacher/Teacher/any,Optional,Optional,Optional,Allowed,Optional,1 / 1. Common App Essay Prompt (650),"2 / How does the University of Chicago, as you know it now, satisfy your desire for a particular kind of learning, community, and future? Please address with some specificity your own wishes and how they relate to UChicago./ Who does Sally sell her seashells to? How much wood can a woodchuck really chuck if a woodchuck could chuck wood? Pick a favorite tongue twister (either originally in English or translated from another language) and consider a resolution to its conundrum using the method of your choice. Math, philosophy, linguistics... it's all up to you (or your woodchuck)./ What can actually be divided by zero?/ The seven liberal arts in antiquity consisted of the Quadrivium — astronomy, mathematics, geometry, and music — and the Trivium — rhetoric, grammar, and logic. Describe your own take on the Quadrivium or the Trivium. What do you think is essential for everyone to know?/ Subway maps, evolutionary trees, Lewis diagrams. Each of these schematics tells the relationships and stories of their component parts. Reimagine a map, diagram, or chart. If your work is largely or exclusively visual, please include a cartographer's key of at least 300 words to help us best understand your creation./ ""Do you feel lucky? Well, do ya, punk?"" - Eleanor Roosevelt. Misattribute a famous quote and explore the implications of doing so./ Engineer George de Mestral got frustrated with burrs stuck to his dog’s fur and applied the same mechanic to create Velcro. Scientist Percy Lebaron Spencer found a melted chocolate bar in his magnetron lab and discovered microwave cooking. Dye-works owner Jean Baptiste Jolly found his tablecloth clean after a kerosene lamp was knocked over on it, consequently shaping the future of dry cleaning. Describe a creative or interesting solution, and then find the problem that it solves./ In the spirit of adventurous inquiry (and with the encouragement of one of our current students!) choose one of our past prompts (or create a question of your own). Be original, creative, thought provoking. Draw on your best qualities as a writer, thinker, visionary, social critic, sage, citizen of the world, or future citizen of the University of Chicago; take a little risk, and have fun!",5.9,6306,6,57642,57642,1604275201,1604188860,1609545660,-1,op,75,Common Application/ Coalition Application,y,y,https://chemistry.uchicago.edu/sites/default/files/University_of_Chicago_Modern_Etched_Seal_1.svg__7.png,Private,IL,"The University of Chicago (UChicago, U of C, or Chicago) is a private research university in Chicago, Illinois. Founded in 1890, the school is located on a 217-acre (88-hectare) campus in Chicago's Hyde Park neighborhood. University of Chicago scholars have played a major role in the development of many academic disciplines, including economics, law, literary criticism, mathematics, religion, sociology, and the behavioralism school of political science, establishing the Chicago schools in various fields.",https://i.ibb.co/wLSvCSS/33UC.jpg
Yale University,Yale,,Required,Required,3,3,Counselor/Teacher/Teacher,Required,Optional,Optional,Allowed,Recommended,1 / 1. Common App Essay Prompt (650),,6.3,5964,3,57700,57700,-1,1604188860,1609545660,-1,op,80,Common Application/ Coalition Application,y,y,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Yale_Bulldogs_logo.svg/1200px-Yale_Bulldogs_logo.svg.png,Private,CT,"Yale University is a private Ivy League research university in New Haven, Connecticut. Founded in 1701, it is the third-oldest institution of higher education in the United States and one of the nine Colonial Colleges chartered before the American Revolution. Yale College undergraduates follow a liberal arts curriculum with departmental majors and are organized into a social system of residential colleges. ",https://i.ibb.co/74chMcS/34YU.jpg
Fordham University,Fordham,,Not Required,Not Required,1,1,Counselor/Teacher,Required,Optional,Optional,Not Allowed,Optional,Common Essay prompts,,46,9645,74,54093,54093,1604188860,1604188860,1610668860,1612137660,no,70,Common Application,y,n,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Fordham_Rams_logo.svg/1200px-Fordham_Rams_logo.svg.png,Private,NY,"Fordham University is a private research university in New York City. Established in 1841 and named for the Fordham neighborhood of the Bronx in which its original campus is located, Fordham is the oldest Catholic and Jesuit university in the northeastern United States, and the third-oldest university in New York State.",https://i.ibb.co/NmPyQQW/35FU.jpg
California State University-Fullerton,CSU Fullerton,CSUF,Not Required,Not Required,0,0,none,Required,Optional,Optional,Not Allowed,Optional,none,,43,34751,10000,6922,16426,-1,-1,1606694460,-1,no,70,Cal State Apply,n,n,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/CSUF_Titans_Logo.svg/1200px-CSUF_Titans_Logo.svg.png,Public,CA,"California State University, Fullerton (CSUF or Cal State Fullerton) is a public university in Fullerton, California. The university offers 109 degrees: 57 bachelor's degrees and 52 graduate degrees, including three doctorates. CSUF is a Hispanic-serving institution and is eligible to be designated as an Asian American Native American Pacific Islander serving institution (AANAPISI).",https://i.ibb.co/9cmbNv1/36CSUF.jpg
Stanford University,Stanford,,Required,Required,3,4,Counselor / Teacher / Teacher / Any,Required,Optional,Optional,Allowed,Optional,Common Application or Coalition,"3 / The Stanford community is deeply curious and driven to learn in and out of the classroom. Reflect on an idea or experience that makes you genuinely excited about learning (100-250) / Virtually all of Stanford's undergraduates live on campus. Write a note to your future roommate that reveals something about you or that will help your roommate—and us—get to know you better. (100-250) / Tell us about something that is meaningful to you, and why? (100-250)",3.9,7087,6,53529,53529,-1,1604188860,1609545660,1619740860,yes,90,Common Application / Coalition Application,y,y,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Firisvision.com%2Fwp-content%2Fuploads%2F2019%2F01%2Flogo-stanford-block.png&f=1&nofb=1,Private,CA,"Stanford University, officially Leland Stanford Junior University,[12] is a private research university in Stanford, California. The university is organized around seven schools: three schools consisting of 40 academic departments at the undergraduate level as well as four professional schools that focus on graduate programs in law, medicine, education, and business. In addition, Stanford University is particularly noted for its entrepreneurship and is one of the most successful universities in attracting funding for start-ups.",https://i.ibb.co/DDjTvv5/37SU.jpg
University of Washington-Seattle Campus,UW Seattle,UW,Not Required,Not Required,0,0,none,Required,Optional,Optional,Not Allowed,Optional,Coalition,"2 / Our families and communities often define us and our individual worlds. Community might refer to your cultural group, extended family, religious group, neighborhood or school, sports team or club, co-workers, etc. Describe the world you come from and how you, as a product of it, might add to the diversity of the UW. (300) / Tell a story from your life, describing an experience that either demonstrates your character or helped to shape it. (500)",49,32099,62,11465,38796,-1,-1,1605398460,1610668860,no,80,Coalition Application,n,y,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2F3%2F36%2FUniversity_of_Washington_Purple_Block_W_logo.svg%2F1200px-University_of_Washington_Purple_Block_W_logo.svg.png&f=1&nofb=1,Public,WA,"The University of Washington (UW, simply Washington, or informally U-Dub) is a public research university in Seattle, Washington. Founded in 1861, Washington was first established in downtown Seattle approximately a decade after the city's founding to aid its economic development. Today, the university's 703-acre main Seattle campus is in the University District above the Montlake Cut, within the urban Puget Sound region of the Pacific Northwest. ",https://i.ibb.co/DzDc2Pp/38UW.jpg
University of Massachusetts-Amherst,Umass Amherst,Umass,Not Required,Required,0,1,Any,Required,Optional,Optional,Not Allowed,Optional,Common Application,2 / Please tell us why you want to attend UMass Amherst. (100) / Please tell us why you chose the major you did. (100),60,23515,64,16389,35710,-1,1604448060,1610668860,1602979260,yes,80,Common Application,y,n,https://i.pinimg.com/originals/df/21/78/df2178f43d9c1bf3fb60b298e227583c.png,Public,MA,"The University of Massachusetts Amherst (UMass Amherst, UMass, or Massachusetts) is a public research and land-grant university in Amherst, Massachusetts. It is the flagship campus of the University of Massachusetts system. The University of Massachusetts Amherst is classified among ""R1: Doctoral Universities – Very high research activity""",https://i.ibb.co/YQP1NP4/39UM.jpg
Harvard University,Harvard,,Not Required,Required,2,2,Teacher,Required,Optional,Optional,Allowed,Recommended,,"1 / Unusual circumstances in your life / Travel, living, or working experiences in your own or other communities / What you would want your future college roommate to know about you / An intellectual experience (course, project, book, discussion, paper, poetry, or research topic in engineering, mathematics, science or other modes of inquiry) that has meant the most to you / How you hope to use your college education / A list of books you have read during the past twelve months / The Harvard College Honor code declares that we ""hold honesty as the foundation of our community."" As you consider entering this community that is committed to honesty, please reflect on a time when you or someone you observed had to make a choice about whether to act with integrity and honesty. / The mission of Harvard College is to educate our students to be citizens and citizen-leaders for society. What would you do to contribute to the lives of your classmates in advancing this mission? / Each year a substantial number of students admitted to Harvard defer their admission for one year or take time off during college. If you decided in the future to choose either option, what would you like to do? / Harvard has long recognized the importance of student body diversity of all kinds. We welcome you to write about distinctive aspects of your background, personal development or the intellectual interests you might bring to your Harvard classmates.",5,6788,2,51925,51925,-1,1604188860,1609459260,-1,yes,75,Common Application / Coalition Application  / Universal College Application Harvard supplement,y,y,https://external-content.duckduckgo.com/iu/?u=http%3A%2F%2F1000logos.net%2Fwp-content%2Fuploads%2F2017%2F02%2FHarvard-Logo-500x423.png&f=1&nofb=1,Private,MA,"Harvard University is a private Ivy League research university in Cambridge, Massachusetts, with about 6,800 undergraduate students and about 14,000 postgraduate students. Established in 1636 and named for its first benefactor, clergyman John Harvard, Harvard is the United States' oldest institution of higher learning and one of the most prestigious in the world.",https://i.ibb.co/xSwKswd/40HU.jpg
University of Pennsylvania,UPenn,Penn,Required,Required,2,3,Teacher / Teacher / Any,Required,Optional,Optional,Allowed,Recommended,Common Application or Coalition,"2 / How did you discover your intellectual and academic interests, and how will you explore them at the University of Pennsylvania? Please respond considering the specific undergraduate school you have selected. (300-450) / At Penn, learning and growth happen outside of the classroom, too. How will you explore the community at Penn? Consider how this community will help shape your perspective and identity, and how your identity and perspective will help shape this community. (150-200)",8,10183,6,57770,57770,1604188860,-1,1609804860,-1,yes,75,Common Application / Coalition Application,y,y,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/UPenn_shield_with_banner.svg/1200px-UPenn_shield_with_banner.svg.png,Private,PA,"The University of Pennsylvania (Penn or UPenn) is a private Ivy League research university in Philadelphia. The University claims a founding date of 1740 and is one of the nine colonial colleges chartered prior to the U.S. Declaration of Independence. Benjamin Franklin, Penn's founder and first president, advocated an educational program that trained leaders in commerce, government, and public service, similar to a modern liberal arts curriculum.",https://i.ibb.co/XD7c0zQ/41UP.jpg
The University of Alabama,Alabama,bama,Not Required,Not Required,0,0,none,Required,Optional,Optional,Allowed,Optional,n/a,,59,33028,153,10780,30250,-1,-1,1612137660,1607990460,no,40,University of Alabama Website,n,n,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fcdn.freebiesupply.com%2Flogos%2Fthumbs%2F2x%2Falabama-crimson-tide-1-logo.png&f=1&nofb=1,Public,AL,"The University of Alabama (Alabama or UA) is a public research university in Tuscaloosa, Alabama. Established in 1820, the University of Alabama is the oldest and largest of the public universities in Alabama as well as the flagship of the University of Alabama System. The university offers programs of study in 13 academic divisions leading to bachelor's, master's, education specialist, and doctoral degrees. The only publicly supported law school in the state is at UA.",https://i.ibb.co/yQTTLfZ/42UA.jpg
University of Illinois at Urbana-Champaign,UIUC,UIUC,Not Required,Not Required,0,0,none,Required,Optional,Optional,Allowed,Optional,Coalition,"2 / Explain your interest in the major you selected and describe how you have recently explored or developed this interest inside and/or outside the classroom. You may also explain how this major relates to your future career goals. If you're applying to the Division of General Studies, explain your academic interests and strengths or your future career goals. You may include any majors or areas of study you're currently considering (300-400) / If you select a second-choice major other than the Division of General Studies on your application, write a second essay explaining your interest in this major, too. (300-400).",66.3,33915,48,16210,33352,-1,1604188860,1609804860,1609804860,no,50,Coalition Application  / myIllini,n,y,https://theconcussionblog.files.wordpress.com/2010/12/uclogo_vert_bold.gif,Public,IL,"The University of Illinois at Urbana–Champaign (U of I, Illinois, UIllinois, or colloquially the University of Illinois or UIUC) is a public land-grant research university in Illinois in the twin cities of Champaign and Urbana. It is the flagship institution of the University of Illinois system and was founded in 1867. The campus library system possesses the second-largest university library in the United States by holdings after Harvard University.[11] The university also hosts the National Center for Supercomputing Applications (NCSA) and is home to the fastest supercomputer on a university campus.",https://i.ibb.co/6R9w2tT/43UIUC.jpg
Michigan State University,Michigan State,MSU,Not Required,Not Required,0,0,none,Required,Optional,Optional,Not Allowed,Optional,"1 / Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story. / The lessons we take from obstacles we encounter can be fundamental to later success. Recount a time when you faced a challenge, setback, or failure. How did it affect you, and what did you learn from the experience? / Reflect on a time when you questioned or challenged a belief or idea. What prompted your thinking? What was the outcome? / Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution. / Discuss an accomplishment, event, or realization that sparked a period of personal growth and a new understanding of yourself or others. / Describe a topic, idea, or concept you find so engaging that it makes you lose all track of time. Why does it captivate you? What or who do you turn to when you want to learn more? / Share an essay on any topic of your choice. It can be one you've already written, one that responds to a different prompt, or one of your own design.",,71.5,39423,10000,14460,39766,-1,1604188860,1610668860,1604188860,no,65,Common Application / Coalition Application,y,y,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Michigan_State_Athletics_logo.svg/1200px-Michigan_State_Athletics_logo.svg.png,Public,MI,"Michigan State University (MSU) is a public research university in East Lansing, Michigan. MSU was founded in 1855 and served as a model for land-grant universities later created under the Morrill Act of 1862. Michigan State is a member of the Association of American Universities, an organization of 65 leading research universities in the US and Canada. ",https://i.ibb.co/Sxj5LdG/44MSU.jpg
University of South Florida-Main Campus,U of South Florida,USF,Required,Not Required,0,0,n/a,Required,Optional,Optional,Not Allowed,Optional,n/a,,42.7,32238,104,4559,15473,-1,-1,1614556860,1610668860,n,30,Coalition Application / VZ CollegeApp: USF,n,y,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/South_Florida_Bulls_logo.svg/1200px-South_Florida_Bulls_logo.svg.png,Public,FL,"The University of South Florida (USF) is a public research university in Tampa, Florida. It is a member institution of the State University System of Florida. Founded in 1956, USF is the fourth-largest public university in the state of Florida. USF is classified among ""R1: Doctoral Universities – Very high research activity"".",https://i.ibb.co/6nYG7ds/45USF.jpg
Hofstra University,Hofstra,,Required,Required,2,2,Teacher / Counselor,Optional,Optional,Optional,Not Allowed,Optional,Common Application,"1 / In 500 words or fewer, please share why you are currently applying to Hofstra. (500)",68.5,6498,162,46450,46450,-1,1605398460,0,-1,n,70,Common Application / Hofstra Online Application,y,n,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fartstor.files.wordpress.com%2F2015%2F07%2Fhofstra_university-svg.png&f=1&nofb=1,Private,NY,"Hofstra University is a private university in Hempstead, New York. Long Island's largest private university, Hofstra originated in 1935 as an extension of New York University (NYU) under the name Nassau College – Hofstra Memorial of New York University at Hempstead, Long Island. It became independent Hofstra College in 1939 and gained university status in 1963. Comprising ten schools, including the Northwell School of Medicine and Deane School of Law, Hofstra is noted for a series of prominent Presidential conferences and hosting several United States presidential debates.",https://i.ibb.co/9h11f9y/46HU.jpg
Drexel University,Drexel,,Required,Required,2,4,Counselor / Any / ...,Required,Optional,Optional,Not Allowed,Optional,Common Application / Coalition,,74.7,15346,97,52146,52146,1605398460,1604188860,1610668860,-1,op,50,Common Application / Coalition Application,y,y,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fen%2Fthumb%2F1%2F16%2FDrexel_Dragons_logo.svg%2F1200px-Drexel_Dragons_logo.svg.png&f=1&nofb=1,Private,PA,"Drexel University is a private research university with its main campus in Philadelphia, Pennsylvania. It was founded in 1891 by Anthony J. Drexel, a financier and philanthropist. Drexel's cooperative education program (co-op) is a prominent aspect of the school's degree programs, offering students the opportunity to gain up to 18 months of paid, full-time work experience in a field relevant to their undergraduate major or graduate degree program prior to graduation.",https://i.ibb.co/xsnyF8B/47DU.jpg
CUNY Hunter College,Hunter College,,Required,Not Required,0,0,maybe,Required,Optional,Optional,Not Allowed,Optional,not sure,"4 / 1. Tell us about a significant experience, achievement, risk you have taken, or ethical dilemma you have faced and how it impacted you personally. (250-600) 2. Describe a specific interest or talent and how you have pursued it to date or wish to pursue it in the future. (250-600) 3. Provide both an essay question and response that you already completed via The Common Application. (250-600) 4. Submit an essay on the topic of your choice. (250-600)",37.9,7182,10000,14852,31233,-1,-1,1612137660,-1,n/a,65,Common Application / CUNY Application,y,n,https://www.mascotdb.com/sites/default/files/images/logos/40664.png,Public,NY,"Hunter College is one of the constituent colleges of the City University of New York, a public university in New York City. The college offers studies in more than one hundred undergraduate and postgraduate fields across five schools. It also administers Hunter College High School and Hunter College Elementary School.",https://i.ibb.co/nsDd4Xf/48CHC.jpg
University of Iowa,Iowa,UIowa,Not Required,Not Required,0,6,Teacher / Teacher / Teacher / Any / Any / Any,Required,Optional,Optional,Not Allowed,Optional,Common Application,,82.6,23482,84,8073,30036,-1,-1,1619827260,-1,n,40,Common Application / Coalition Application  / UI App,y,y,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Iowa_Hawkeyes_logo.svg/1200px-Iowa_Hawkeyes_logo.svg.png,Public,IA,"The University of Iowa (UI, U of I, UIowa, or simply Iowa[4]) is a public research university in Iowa City, Iowa. Located on an urban 1,880 acre campus on the banks of the Iowa River, the University of Iowa is classified among ""R1: Doctoral Universities – Very high research activity.""  The university is best known for its programs in health care, law, and the fine arts, with programs ranking among the top 25 nationally in those areas.",https://i.ibb.co/W04B9bX/49UI.jpg
Johns Hopkins University,Johns Hopkins,,Required,Required,3,3,Counselor / Teacher / Teacher,Required,Optional,Optional,Allowed,Optional,Common Application,"1 / Successful students at Johns Hopkins make the biggest impact by collaborating with others, including peers, mentors, and professors. Talk about a time, in or outside the classroom, when you worked with others and what you learned from the experience. (400)",15,5365,10,48710,48710,1605398460,-1,1609545660,-1,n,70,Common Application / Coalition Application,y,y,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Johns_Hopkins_Blue_Jays.svg/1200px-Johns_Hopkins_Blue_Jays.svg.png,Private,MD,"The Johns Hopkins University is a private research university in Baltimore, Maryland. Founded in 1876, the university was named for its first benefactor, the American entrepreneur, abolitionist, and philanthropist Johns Hopkins. Johns Hopkins University is considered the first research university in the United States.Over the course of several decades, the university has led all U.S. universities in annual research and development expenditures.",https://i.ibb.co/0B6QL9x/50JHU.jpg
North Carolina State University at Raleigh,NC State,NC State,Required,Required,0,2,Teacher / Any,Required,Optional,Optional,Allowed,Optional,Common Application / Coalition,,44.9,25973,84,6535,26654,-1,1604361660,1610668860,-1,n,85,Common Application / Coalition Application,y,y,https://i.pinimg.com/originals/36/2a/25/362a25066da649c84c9bb000066ba7ca.png,Public,NC,"North Carolina State University (also referred to as NCSU, NC State, or just State) is a public land-grant research university in Raleigh, North Carolina. Founded in 1887 and part of the University of North Carolinasystem, it is the largest university in the Carolinas. The university forms one of the corners of the Research Triangle together with Duke University in Durham and The University of North Carolina at Chapel Hill.",https://i.ibb.co/6n2FRYx/51NCSU.jpg
University at Buffalo,U of Buffalo,UB,Required,Not Required,0,3,Both / Any / Any,Required,Optional,Optional,Not Allowed,Optional,Common Application / Coalition,,61.1,21921,79,7070,24740,-1,1605398460,1612137660,1607990460,n,50,Common Application / Coalition Application  / SUNY Application,y,y,https://i.pinimg.com/originals/48/e3/ff/48e3ff335097dc1b9d8e0dfbb1e7684e.png,Public,NY,"The State University of New York at Buffalo commonly referred to as University at Buffalo (UB), is a public research university with campuses in Buffalo and Amherst, New York. It is the flagship campus of the State University of New York system, with the largest enrollment, largest endowment, and research funding as a comprehensive university center. The university was founded in 1846 as a private medical college and merged with the SUNY system in 1962.",https://i.ibb.co/2dq09tH/52UB.jpg
George Washington University,George Washington,GW,Required,Required,2,2,Teacher / Counselor,Optional,Optional,Optional,Not Allowed,Optional,Common Application,,41.9,12546,70,56845,56845,1604188801,-1,1609804860,-1,n,80,Common Application,y,n,https://images.squarespace-cdn.com/content/v1/5717ee8e1bbee08525c09f91/1466888045941-ZIPQ17MOXMFES2OGAZO0/ke17ZwdGBToddI8pDm48kDmvgM2_GYudIur22MWWiLdZw-zPPgdn4jUwVcJE1ZvW-sqr_Gezo6TlMOa8IzwuK_ut3m2EIRkoOCEuUXL6Bqkp2ryTI0HqTOaaUohrI8PI29l9-UHQrsKU5XxEd-Lyl_wjSaPlQ_KRPWhPqknKv00/image-asset.png?format=500w,Private,DC,"The George Washington University (GW or GWU) is a private research university in Washington, D.C. It was chartered in 1821 by an act of the United States Congress. George Washington's main Foggy Bottom Campus is located in the heart of Washington, D.C., with the International Monetary Fund and the World Bank located on campus and the White House and the U.S. Department of State within blocks of campus. GWU hosts numerous research centers and institutes, including the National Security Archive and the Institute for International Economic Policy.",https://i.ibb.co/6nw7fch/53GWU.jpg
Syracuse University,Syracuse,,Required,Required,3,3,Counselor / Teacher / Teacher,Required,Optional,Optional,Not Allowed,Optional,Common Application,,47,15275,54,52210,52210,1605398460,-1,1609459260,-1,op,85,Common Application / Coalition Application,y,y,https://i0.wp.com/fanapeel.com/wp-content/uploads/logo_-syracuse-university-orange-smiling-teeth-otto-the-orange.png?ssl=1,Private,NY,"Syracuse University (Syracuse, 'Cuse, or SU) is a private research university in Syracuse, New York. The campus is in the University Hill neighborhood of Syracuse, east and southeast of downtown, on one of the larger hills. Its large campus features an eclectic mix of buildings, ranging from nineteenth-century Romanesque Revival structures to contemporary buildings.",https://i.ibb.co/37gX58M/54SU.jpg
Georgia Institute of Technology-Main Campus,Georgia Tech,GT,Required,Required,0,2,Counselor / Teacher,Required,Optional,Optional,Allowed,Optional,One Common Application or One Coalition,"1 / Why do you want to study your chosen major at Georgia Tech, and how do you think Georgia Tech will prepare you to pursue opportunities in that field after graduation? (300)",20.6,16159,29,12682,33794,-1,-1,1609891260,1612051260,n,75,Common Application / Coalition Application,y,y,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Georgia_Tech%27s_Buzz_logo.svg/1200px-Georgia_Tech%27s_Buzz_logo.svg.png,Public,GA,"The Georgia Institute of Technology, commonly referred to as Georgia Tech or, in the state of Georgia, as Tech,[8] is a public research university and institute of technology in Atlanta, Georgia.[9] It is part of the University System of Georgia and has satellite campuses in Savannah, Georgia; Metz, France; Athlone, Ireland; Shenzhen, China; and Singapore. Georgia Tech is organized into six colleges and contains about 31 departments/units, with emphasis on science and technology.",https://i.ibb.co/hMY2b4T/55GIT.jpg
